topic url,topic name,father topics,topic description
https://www.wikihow.com/Category:Dealing-with-Conflict-with-Parents,Dealing with Conflict with Parents,"['root', 'Youth', 'You and Your Parents']","Learn everything you want about Dealing with Conflict with Parents with the wikiHow Dealing with Conflict with Parents Category. Learn about topics such as How to Deal With Catching Your Parents Having Sex, How to Deal With Emotionally Abusive Parents, How to Deal With Your Mom When You Are Mad, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Feigning-Illness,Feigning Illness,"['root', 'Youth', 'You and Your Parents']","Learn everything you want about Feigning Illness with the wikiHow Feigning Illness Category. Learn about topics such as How to Fake a Fever, How to Make Yourself Light Headed, How to Fake Symptoms of Being Sick, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Improving-Relations-with-Parents,Improving Relations with Parents,"['root', 'Youth', 'You and Your Parents']","Learn everything you want about Improving Relations with Parents with the wikiHow Improving Relations with Parents Category. Learn about topics such as How to Help Your Busy Mother Out Around the House, How to Deal with Parents Treating Other Siblings Better, How to Be a Good Child, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Raising-Issues-with-Parents,Raising Issues with Parents,"['root', 'Youth', 'You and Your Parents']","Learn everything you want about Raising Issues with Parents with the wikiHow Raising Issues with Parents Category. Learn about topics such as How to Convince Your Parents to Let You Stay Home from School, How to Convince Your Parents to Get You Something, How to Show Your Parents a Bad Grade, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Sneaking-Around-(Youth),Sneaking Around (Youth),"['root', 'Youth', 'You and Your Parents']","Learn everything you want about Sneaking Around (Youth) with the wikiHow Sneaking Around (Youth) Category. Learn about topics such as How to Sneak a Boyfriend or Girlfriend Into Your House, How to Sneak Out Without Being Caught, How to Sneak Out of Your House at Night, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Cute-and-Sweet-Style,Cute and Sweet Style,"['root', 'Youth', 'Youth Culture']","Learn everything you want about Cute and Sweet Style with the wikiHow Cute and Sweet Style Category. Learn about topics such as How to Be Perfectly Innocent, How to Be a Cute Girl, How to Be Cute at School (Girls), and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Emo,Emo,"['root', 'Youth', 'Youth Culture']","Are you drawn to the emo subculture? The step-by-step articles in wikiHow’s Emo category can help you learn differences between similar subcultures, like emo and scene and emo and goth, and even become emo yourself. Learn how to look emo by picking the right clothes and applying emo makeup, then find advice on dancing to emo music, writing emo poetry, and more."
https://www.wikihow.com/Category:Goth,Goth,"['root', 'Youth', 'Youth Culture']","There’s more to being and dressing goth than wearing all black, but don’t worry, because wikiHow’s Goth category has got you covered. Our 100+ step-by-step articles can show you how to do goth makeup, be gothic as a teen, do your hair goth, and more. You can even find advice on topics like dressing goth without upsetting your parents and picking summer-friendly goth clothes!"
https://www.wikihow.com/Category:Hipster-Culture,Hipster Culture,"['root', 'Youth', 'Youth Culture']","Learn everything you want about Hipster Culture with the wikiHow Hipster Culture Category. Learn about topics such as How to Be a Hipster, How to Be a VSCO Girl, How to Grow a Hipster Beard, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Nerd-Culture,Nerd Culture,"['root', 'Youth', 'Youth Culture']","Learn everything you want about Nerd Culture with the wikiHow Nerd Culture Category. Learn about topics such as How to Be a Nerd, How to Stop Being Viewed As a Nerd, How to Tell the Difference Between Nerds and Geeks, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Nonconformist-Styles,Nonconformist Styles,"['root', 'Youth', 'Youth Culture']","Learn everything you want about Nonconformist Styles with the wikiHow Nonconformist Styles Category. Learn about topics such as How to Be Independent, How to Be a Bad Girl, How to Be a Mysterious Girl, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Tomboy-Behavior,Tomboy Behavior,"['root', 'Youth', 'Youth Culture']","Embrace your inner tomboy with wikiHow’s Tomboy Behavior category! Our step-by-step articles can help you become a tomboy, whether you're an elementary school student or a teenager. Get advice on how to be a tough girl, add tomboy style to your school uniform, and more! Just remember: you don't have to act in one set way, and you should consider your own preferences when developing your tomboy style."
https://www.wikihow.com/Category:Urban-Styles,Urban Styles,"['root', 'Youth', 'Youth Culture']","Ready for a new, edgier look? wikiHow's Urban Styles category can help you look tough.  Learn how to dress hip hop, create a hipster wardrobe, dress like a mod, be a bro, and more. Regardless of which urban styles appeal most to you, wikiHow can help you pick the right clothes and be hip wearing them."
https://www.wikihow.com/Category:Crushes,Crushes,"['root', 'Youth', 'Youth Dating']","Having a crush can be exciting, nerve-wracking, and painful—all at once. Whether you're trying to move on from your crush or get them to look your way, wikiHow's Crushes category has you covered. Find articles on how to impress your crush, tell them how you feel, figure out if they like someone else, and more. Dealing with a crush may seem hard sometimes, but you'll get through it!"
https://www.wikihow.com/Category:Dating-and-Friends,Dating and Friends,"['root', 'Youth', 'Youth Dating']","Learn everything you want about Dating and Friends with the wikiHow Dating and Friends Category. Learn about topics such as How to Tell Your Best Friend You Love Her, How to Seduce Your Friend, How to Make Your Guy Friend Want to Date You, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:First-Dates,First Dates,"['root', 'Youth', 'Youth Dating']","Feeling nervous about impressing someone on a first date? Don’t stress—wikiHow’s First Dates category is here to help! Learn everything you need to know about getting ready for the date, including how to ask for a date and how to dress for that first date. Then, get tips on how to act on a first date, like how to stay safe during the date, leave a good impression during that first date, and more."
https://www.wikihow.com/Category:Going-Steady,Going Steady,"['root', 'Youth', 'Youth Dating']","Learn everything you want about Going Steady with the wikiHow Going Steady Category. Learn about topics such as How to Make a Girl Feel Special, How to Talk to a Girl That You Haven't Spoken to in a While, How to Get a Girl to Call You Back, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Kissing-(Youth),Kissing (Youth),"['root', 'Youth', 'Youth Dating']","Learn everything you want about Kissing (Youth) with the wikiHow Kissing (Youth) Category. Learn about topics such as How to Kiss Someone for the First Time, How to Kiss a Boy for the First Time, How to Kiss a Girl for the First Time, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Youth-Flirting,Youth Flirting,"['root', 'Youth', 'Youth Dating']","Learn everything you want about Youth Flirting with the wikiHow Youth Flirting Category. Learn about topics such as How to Respond to a Flirty Text from a Guy, How to Tell if a Girl Is Flirting With You, How to Is He Waiting for Me to Text Him First, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:School-Fashion,School Fashion,"['root', 'Youth', 'Youth Fashion']","Learn everything you want about School Fashion with the wikiHow School Fashion Category. Learn about topics such as How to Look Pretty at School, How to Have a Simple Hairstyle for School (Long Hair), How to Look Good for School (Girls), and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Socialite-Style,Socialite Style,"['root', 'Youth', 'Youth Fashion']","Learn everything you want about Socialite Style with the wikiHow Socialite Style Category. Learn about topics such as How to Be a Popular Girl, How to Be the Girl Everyone Wants to Be, How to Be the Alpha Female, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Artwork-Care-and-Maintenance,Artwork Care and Maintenance,"['root', 'Arts and Entertainment', 'Artwork', 'Art Collection']","Learn everything you want about Artwork Care and Maintenance with the wikiHow Artwork Care and Maintenance Category. Learn about topics such as How to Clean an Oil Painting, How to Protect Acrylic Paintings on Canvas, How to Clean an Acrylic Painting, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Posters,Posters,"['root', 'Arts and Entertainment', 'Artwork', 'Art Media']","Learn everything you want about Posters with the wikiHow Posters Category. Learn about topics such as How to Flatten a Rolled Map or Poster, How to Make a Poster, How to Frame a Poster, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Photography-Careers,Photography Careers,"['root', 'Arts and Entertainment', 'Artwork', 'Careers in Art']","Learn everything you want about Photography Careers with the wikiHow Photography Careers Category. Learn about topics such as How to Write Good Captions in Photojournalism, How to Become a Professional Photographer, How to Create a Photography Portfolio, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Mirrors,Mirrors,"['root', 'Arts and Entertainment', 'Artwork', 'Framing']","Learn everything you want about Mirrors with the wikiHow Mirrors Category. Learn about topics such as How to Tell if a Mirror Is Two Way or Not, How to Detect Cameras in a Mirror, How to Cut a Mirror Without a Glass Cutter, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Craft-Painting,Craft Painting,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Craft Painting with the wikiHow Craft Painting Category. Learn about topics such as How to Paint Mugs, How to Paint Concrete Statues, How to Paint Plastic Models, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:House-Painting,House Painting,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about House Painting with the wikiHow House Painting Category. Learn about topics such as How to Compliment Someone's Voice, How to Paint a Cooler, How to Paint Silicone, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Painting-Furniture,Painting Furniture,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Painting Furniture with the wikiHow Painting Furniture Category. Learn about topics such as How to Paint a Lampshade, How to Paint Ceramic Plates, How to Paint Your Carpet, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Painting-Media,Painting Media,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Painting Media with the wikiHow Painting Media Category. Learn about topics such as How to Blend Oil Pastels, How to Apply Wax to Chalk Paint, How to Blend Acrylic Paint, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Painting-Projects-for-Kids,Painting Projects for Kids,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Painting Projects for Kids with the wikiHow Painting Projects for Kids Category. Learn about topics such as How to Make Your Own Face Paint, How to Fingerpaint, How to Make Face Paint Stay in Place, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Painting-Subjects,Painting Subjects,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Painting Subjects with the wikiHow Painting Subjects Category. Learn about topics such as How to Create an Abstract Painting, How to Create Realistic Flesh Tones, How to Dry Resin Art, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Paints,Paints,"['root', 'Arts and Entertainment', 'Artwork', 'Painting']","Learn everything you want about Paints with the wikiHow Paints Category. Learn about topics such as How to Soften a Paintbrush, How to Match Paint Colors, How to Make Sage Green Paint, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Foam-and-Sponge-Projects,Foam and Sponge Projects,"['root', 'Arts and Entertainment', 'Artwork', 'Sculpting']","Learn everything you want about Foam and Sponge Projects with the wikiHow Foam and Sponge Projects Category. Learn about topics such as How to Paint Styrofoam, How to Hang Acoustic Foam, How to Cut Styrofoam, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Etsy,Etsy,"['root', 'Arts and Entertainment', 'Artwork', 'Selling Arts and Crafts']","Learn everything you want about Etsy with the wikiHow Etsy Category. Learn about topics such as How to Contact Etsy Support, How to Price Your Etsy Products, How to Sell Art on Etsy, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Selling-Jewelry,Selling Jewelry,"['root', 'Arts and Entertainment', 'Artwork', 'Selling Arts and Crafts']","Learn everything you want about Selling Jewelry with the wikiHow Selling Jewelry Category. Learn about topics such as How to Sell Gold Jewelry, How to Pawn Jewelry, How to Sell a Watch, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Covering-Books,Covering Books,"['root', 'Arts and Entertainment', 'Books', 'Book Crafts']","Learn everything you want about Covering Books with the wikiHow Covering Books Category. Learn about topics such as How to Make a Hard Cover for a Paperback Book, How to Make a Book Cover, How to Cover a Book with Contact Paper, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Making-Books,Making Books,"['root', 'Arts and Entertainment', 'Books', 'Book Crafts']","Learn everything you want about Making Books with the wikiHow Making Books Category. Learn about topics such as How to Bind a Book, How to Make a Paper Book, How to Make a Homemade Book, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Organizing-Books,Organizing Books,"['root', 'Arts and Entertainment', 'Books', 'Caring for Books']","Learn everything you want about Organizing Books with the wikiHow Organizing Books Category. Learn about topics such as How to Organize Books, How to Understand an ISBN Code, How to Get an ISBN Number, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Amazon-Kindle,Amazon Kindle,"['root', 'Arts and Entertainment', 'Books', 'EBook Readers']","Learn everything you want about Amazon Kindle with the wikiHow Amazon Kindle Category. Learn about topics such as How to Put Books on a Kindle, How to Operate the Amazon Kindle, How to Reset a Kindle, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:EBooks,EBooks,"['root', 'Arts and Entertainment', 'Books', 'EBook Readers']","Learn everything you want about EBooks with the wikiHow EBooks Category. Learn about topics such as How to Download from Scribd, How to Write Your First eBook, How to Sell Public Domain eBooks, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Organizing-Books,Organizing Books,"['root', 'Arts and Entertainment', 'Books', 'Libraries']","Learn everything you want about Organizing Books with the wikiHow Organizing Books Category. Learn about topics such as How to Organize Books, How to Understand an ISBN Code, How to Get an ISBN Number, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Actor-Inspired-Style,Actor Inspired Style,"['root', 'Arts and Entertainment', 'Celebrities', 'Celebrity Style']","Learn everything you want about Actor Inspired Style with the wikiHow Actor Inspired Style Category. Learn about topics such as How to Look Like Audrey Hepburn, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Celebrity-Inspired-Hairstyles,Celebrity Inspired Hairstyles,"['root', 'Arts and Entertainment', 'Celebrities', 'Celebrity Style']","Learn everything you want about Celebrity Inspired Hairstyles with the wikiHow Celebrity Inspired Hairstyles Category. Learn about topics such as How to Get Jheri Curls, How to Do Farrah Fawcett Hair, How to Get the Justin Bieber Haircut, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Model-Inspired-Style,Model Inspired Style,"['root', 'Arts and Entertainment', 'Celebrities', 'Celebrity Style']","Learn everything you want about Model Inspired Style with the wikiHow Model Inspired Style Category. Learn about topics such as How to Get a Model Body, How to Look Like a Model, How to Look Like a Victoria's Secret Model, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Singer-Inspired-Style,Singer Inspired Style,"['root', 'Arts and Entertainment', 'Celebrities', 'Celebrity Style']","Learn everything you want about Singer Inspired Style with the wikiHow Singer Inspired Style Category. Learn about topics such as How to Look Like a Rockstar, How to Get the Justin Bieber Haircut, How to Dress Kinderwhore Like Courtney Love, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Contacting-Politicians,Contacting Politicians,"['root', 'Arts and Entertainment', 'Celebrities', 'Contacting Celebrities']","Learn everything you want about Contacting Politicians with the wikiHow Contacting Politicians Category. Learn about topics such as How to Contact the President of the United States, How to Contact the Prime Minister of India, How to Contact the RNC, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Instagram-Fame,Instagram Fame,"['root', 'Arts and Entertainment', 'Celebrities', 'Fame']","Learn everything you want about Instagram Fame with the wikiHow Instagram Fame Category. Learn about topics such as How to Get Fake Followers on Instagram, How to Get 1k Followers on Instagram, How to Find Out Who Unfollowed You on Instagram, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:TV-Show-Character-Costumes,TV Show Character Costumes,"['root', 'Arts and Entertainment', 'Cosplay', 'TV Show Character Cosplay']","Learn everything you want about TV Show Character Costumes with the wikiHow TV Show Character Costumes Category. Learn about topics such as How to Look Like Rory Gilmore, How to Make a Power Rangers Outfit, How to Dress and Look Like Effy Stonem, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Harry-Potter-Series-Costumes,Harry Potter Series Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Book Character Costumes']","Learn everything you want about Harry Potter Series Costumes with the wikiHow Harry Potter Series Costumes Category. Learn about topics such as How to Dress Like Harry Potter, How to Look Like Hermione Granger, How to Do Your Hair Like Hermione Granger, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Costume-Masks,Costume Masks,"['root', 'Arts and Entertainment', 'Costumes', 'Costume Accessories']","Learn everything you want about Costume Masks with the wikiHow Costume Masks Category. Learn about topics such as How to Make a Ninja Mask out of a T Shirt, How to Make Greek Theatre Masks, How to Make a Spider Man Mask, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Princess-Costumes,Princess Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Fantasy Costumes']","Learn everything you want about Princess Costumes with the wikiHow Princess Costumes Category. Learn about topics such as How to Make a Disney's Mulan Costume, How to Make a Disney's Pocahontas Costume, How to Get Rapunzel Hair, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Superhero-Costumes,Superhero Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Fantasy Costumes']","Learn everything you want about Superhero Costumes with the wikiHow Superhero Costumes Category. Learn about topics such as How to Make a Spider Man Costume, How to Create a Spider Man Web Shooter Prop, How to Design a Costume for a Superhero, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Halloween-Masks,Halloween Masks,"['root', 'Arts and Entertainment', 'Costumes', 'Halloween Costumes']","Learn everything you want about Halloween Masks with the wikiHow Halloween Masks Category. Learn about topics such as How to Make a Mask out of Tin Foil and Tape, How to Make a Paper Mask, How to Make a Papier Mâché Mask (for Kids), and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Harry-Potter-Series-Costumes,Harry Potter Series Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Halloween Costumes']","Learn everything you want about Harry Potter Series Costumes with the wikiHow Harry Potter Series Costumes Category. Learn about topics such as How to Dress Like Harry Potter, How to Look Like Hermione Granger, How to Do Your Hair Like Hermione Granger, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Twentieth-Century-Costumes,Twentieth Century Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Historical Costumes']","Learn everything you want about Twentieth Century Costumes with the wikiHow Twentieth Century Costumes Category. Learn about topics such as How to Dress for an 80s Party, How to Dress from the 90s, How to Make Clothes Look Vintage and Worn, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Victorian-Costumes,Victorian Costumes,"['root', 'Arts and Entertainment', 'Costumes', 'Historical Costumes']","Learn everything you want about Victorian Costumes with the wikiHow Victorian Costumes Category. Learn about topics such as How to Dress Like a Woman in the 1800s, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Contacting-Politicians,Contacting Politicians,"['root', 'Arts and Entertainment', 'Fandom', 'Contacting Celebrities']","Learn everything you want about Contacting Politicians with the wikiHow Contacting Politicians Category. Learn about topics such as How to Contact the President of the United States, How to Contact the Prime Minister of India, How to Contact the RNC, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Drawing-Disney-Characters,Drawing Disney Characters,"['root', 'Arts and Entertainment', 'Fandom', 'Disney Fandom']","Learn everything you want about Drawing Disney Characters with the wikiHow Drawing Disney Characters Category. Learn about topics such as How to Draw Mickey Mouse, How to Draw Minnie Mouse, How to Draw Disney Characters, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:The-Disney-Channel,The Disney Channel,"['root', 'Arts and Entertainment', 'Fandom', 'Disney Fandom']","Learn everything you want about The Disney Channel with the wikiHow The Disney Channel Category. Learn about topics such as How to Change Your Settings on Disney Plus, How to Watch Disney Plus on Chromecast, How to Become a Disney Channel Star, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Harry-Potter-Series-Costumes,Harry Potter Series Costumes,"['root', 'Arts and Entertainment', 'Fandom', 'Harry Potter Fandom']","Learn everything you want about Harry Potter Series Costumes with the wikiHow Harry Potter Series Costumes Category. Learn about topics such as How to Dress Like Harry Potter, How to Look Like Hermione Granger, How to Do Your Hair Like Hermione Granger, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Harry-Potter-Series-Role-Playing,Harry Potter Series Role Playing,"['root', 'Arts and Entertainment', 'Fandom', 'Harry Potter Fandom']","Learn everything you want about Harry Potter Series Role Playing with the wikiHow Harry Potter Series Role Playing Category. Learn about topics such as How to Write a Harry Potter Acceptance Letter, How to Be as Bright as Hermione Granger, How to Speak Like Luna Lovegood, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Band-Appreciation,Band Appreciation,"['root', 'Arts and Entertainment', 'Fandom', 'Music Appreciation']","Learn everything you want about Band Appreciation with the wikiHow Band Appreciation Category. Learn about topics such as How to Be a Juggalo, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Exploring-New-Music,Exploring New Music,"['root', 'Arts and Entertainment', 'Fandom', 'Music Appreciation']","Learn everything you want about Exploring New Music with the wikiHow Exploring New Music Category. Learn about topics such as How to Hook Up Bass to Audiotool, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Fans-of-Baseball,Fans of Baseball,"['root', 'Arts and Entertainment', 'Fandom', 'Sports Fandom']","Learn everything you want about Fans of Baseball with the wikiHow Fans of Baseball Category. Learn about topics such as How to Mark a Baseball Scorecard, How to Visit the National Baseball Hall of Fame, How to Get an Autograph at a Baseball Game, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Fans-of-Football,Fans of Football,"['root', 'Arts and Entertainment', 'Fandom', 'Sports Fandom']","Learn everything you want about Fans of Football with the wikiHow Fans of Football Category. Learn about topics such as How to Play Football Squares, How to Get Super Bowl Tickets, How to Set up a Football Pool, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:TV-Show-Character-Costumes,TV Show Character Costumes,"['root', 'Arts and Entertainment', 'Fandom', 'TV Fandom']","Learn everything you want about TV Show Character Costumes with the wikiHow TV Show Character Costumes Category. Learn about topics such as How to Look Like Rory Gilmore, How to Make a Power Rangers Outfit, How to Dress and Look Like Effy Stonem, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Coping-with-Boredom,Coping with Boredom,"['root', 'Arts and Entertainment', 'Fun Activities', 'Boredom Busters']","Learn everything you want about Coping with Boredom with the wikiHow Coping with Boredom Category. Learn about topics such as How to What to Do when You're Bored at Night, How to Avoid Being Bored When You Have Nothing to Do, How to Cope with Being Bored, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Travel-Entertainment,Travel Entertainment,"['root', 'Arts and Entertainment', 'Fun Activities', 'Boredom Busters']","Learn everything you want about Travel Entertainment with the wikiHow Travel Entertainment Category. Learn about topics such as How to Listen to Music on a Plane, How to Have Fun in a Hotel Room, How to Enjoy Yourself on a Long Bus Ride, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Prank-Props,Prank Props,"['root', 'Arts and Entertainment', 'Fun Activities', 'Pranks (Practical Jokes)']","Learn everything you want about Prank Props with the wikiHow Prank Props Category. Learn about topics such as How to Make Fake Vomit, How to Make Fake Breasts, How to Make Fake Cigarettes, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Technology-Pranks,Technology Pranks,"['root', 'Arts and Entertainment', 'Fun Activities', 'Pranks (Practical Jokes)']","Learn everything you want about Technology Pranks with the wikiHow Technology Pranks Category. Learn about topics such as How to Prank Your Boyfriend over the Phone Call, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Home-Theater,Home Theater,"['root', 'Arts and Entertainment', 'Movies', 'Cinemas']","Learn everything you want about Home Theater with the wikiHow Home Theater Category. Learn about topics such as How to Use Firestick Without Remote, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Animation,Animation,"['root', 'Arts and Entertainment', 'Movies', 'Filmmaking']","Learn everything you want about Animation with the wikiHow Animation Category. Learn about topics such as How to Animate in Clip Studio Paint, How to Make a Cartoon, How to Create a Stop Motion Animation, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Making-Videos,Making Videos,"['root', 'Arts and Entertainment', 'Movies', 'Filmmaking']","Learn everything you want about Making Videos with the wikiHow Making Videos Category. Learn about topics such as How to Shoot Cooking Videos with a Phone, How to Write a Music Video Script, How to Make a Music Video, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Band-Appreciation,Band Appreciation,"['root', 'Arts and Entertainment', 'Music', 'Bands']","Learn everything you want about Band Appreciation with the wikiHow Band Appreciation Category. Learn about topics such as How to Be a Juggalo, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Band-Appreciation,Band Appreciation,"['root', 'Arts and Entertainment', 'Music', 'Music Appreciation']","Learn everything you want about Band Appreciation with the wikiHow Band Appreciation Category. Learn about topics such as How to Be a Juggalo, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Exploring-New-Music,Exploring New Music,"['root', 'Arts and Entertainment', 'Music', 'Music Appreciation']","Learn everything you want about Exploring New Music with the wikiHow Exploring New Music Category. Learn about topics such as How to Hook Up Bass to Audiotool, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Audio-Editing,Audio Editing,"['root', 'Arts and Entertainment', 'Music', 'Music Production']","Learn everything you want about Audio Editing with the wikiHow Audio Editing Category. Learn about topics such as How to Edit Audio on iPhone, How to What Are the Best Graphic Equalizer Settings for Voice, How to Convert MP3 to WAV, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Audio-Recording,Audio Recording,"['root', 'Arts and Entertainment', 'Music', 'Music Production']","Learn everything you want about Audio Recording with the wikiHow Audio Recording Category. Learn about topics such as How to Use Your Phone As a Mic, How to Record Audio on a Mobile Phone, How to Record Audio on a PC, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Composing-Music,Composing Music,"['root', 'Arts and Entertainment', 'Music', 'Music Production']","Learn everything you want about Composing Music with the wikiHow Composing Music Category. Learn about topics such as How to Write Sheet Music, How to Compose a Melody, How to Construct a Blues Song, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:DJing,DJing,"['root', 'Arts and Entertainment', 'Music', 'Music Production']","Learn everything you want about DJing with the wikiHow DJing Category. Learn about topics such as How to Use Spotify to DJ at a Party, How to Be a DJ, How to DJ Mix, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Headphones,Headphones,"['root', 'Arts and Entertainment', 'Music', 'Music Production']","Learn everything you want about Headphones with the wikiHow Headphones Category. Learn about topics such as How to Fix Quiet Airpods, How to Tell if Airpod Pros Are Charging, How to Fix Water Damaged Airpods, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Learning-Drums,Learning Drums,"['root', 'Arts and Entertainment', 'Music', 'Music Studies']","Learn everything you want about Learning Drums with the wikiHow Learning Drums Category. Learn about topics such as How to Play Drums, How to Read Drum Tabs, How to Play the Hi Hat in a Drum Set, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Learning-Guitar,Learning Guitar,"['root', 'Arts and Entertainment', 'Music', 'Music Studies']","Learn everything you want about Learning Guitar with the wikiHow Learning Guitar Category. Learn about topics such as How to Read Guitar Tabs, How to Read Guitar Music, How to Learn All the Notes on the Guitar, and more with our helpful step-by-step instructions with photos and videos."
